500,0.056240817955532096
1000,0.1677326027355285
1500,0.2091960067329845
2000,0.25285687700987175
2500,0.2690372940922438
3000,0.2853969014829458
3500,0.28749406181269194
4000,0.2893107080821978
4500,0.2792656078375243
5000,0.288762917113122
5500,0.2948242709120237
6000,0.296072719676694
6500,0.29904005097954806
7000,0.2889996299941215
7500,0.2993254351922691
8000,0.3093080447160708
8500,0.33041039482457146
9000,0.3245404348941229
9500,0.30830442916180534
10000,0.31740734723019287
10500,0.3185072810406444
11000,0.32645060060149117
11500,0.31786741925589784
12000,0.3193579021030193
12500,0.31427362778331047
13000,0.31625446420848274
13500,0.3287472921042674
14000,0.32850252527880336
14500,0.3267913589853614
